manufacturer,model,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_int,mileage,engine_cc,max_power_bhp,torque,seats
Datsun,GO,Datsun GO,2017,385000,30000,Petrol,Individual,Manual,First Owner,21,20.63 kmpl,1198,67,104Nm@ 4000rpm,5
Mahindra,KUV 100,Mahindra KUV 100,2016,300000,40000,Petrol,Individual,Manual,First Owner,18,18.15 kmpl,1198,82,115Nm@ 3500-3600rpm,6
Hyundai,i20 Sportz,Hyundai i20 Sportz,2012,335000,135000,Diesel,Individual,Manual,First Owner,22,21.9 kmpl,1396,89,219.6Nm@ 1750-2750rpm,5
Maruti,Celerio,Maruti Celerio,2014,300000,35000,Petrol,Individual,Manual,First Owner,23,23.1 kmpl,998,67,90Nm@ 3500rpm,5
Mahindra,Bolero,Mahindra Bolero,2012,400000,120000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Tata,Indigo,Tata Indigo,2012,168000,190000,Diesel,Individual,Manual,Second Owner,19,19.09 kmpl,1396,69,135Nm@ 2500rpm,5
Mahindra,Bolero,Mahindra Bolero,2016,550000,120000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1440-2200rpm,9
Mahindra,Bolero,Mahindra Bolero,2011,320000,175000,Diesel,Individual,Manual,Third Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Mahindra,Bolero,Mahindra Bolero,2011,320000,175000,Diesel,Individual,Manual,Third Owner,16,15.96 kmpl,2523,63,180Nm@ 1440-1500rpm,9
Nissan,Sunny,Nissan Sunny,2011,350000,25000,Petrol,Individual,Manual,Second Owner,17,16.95 kmpl,1498,98,134Nm@ 4000rpm,5
Tata,Manza,Tata Manza,2013,280000,80000,Diesel,Individual,Manual,First Owner,21,21.02 kmpl,1248,89,200Nm@ 1750-3000rpm,5
Hyundai,Xcent,Hyundai Xcent,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24,24.4 kmpl,1120,71,180.4Nm@ 1750-2500rpm,5
Hyundai,Xcent,Hyundai Xcent,2018,500000,10000,Petrol,Individual,Manual,First Owner,20,20.14 kmpl,1197,82,113.75nm@ 4000rpm,5
Ford,Freestyle,Ford Freestyle,2019,700000,6000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,1194,95,120Nm@ 4250rpm,5
Skoda,Rapid,Skoda Rapid,2013,380000,90000,Diesel,Individual,Manual,Second Owner,21,20.5 kmpl,1598,104,250Nm@ 1500-2500rpm,5
Mahindra,Bolero,Mahindra Bolero,2012,340000,110000,Diesel,Individual,Manual,Second Owner,16,15.96 kmpl,2523,63,180Nm@ 1440-1500rpm,9
Toyota,Innova,Toyota Innova,2014,750000,50000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Hyundai,Grand i10,Hyundai Grand i10,2018,531000,20000,Petrol,Individual,Automatic,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Renault,KWID,Renault KWID,2017,300000,35000,Petrol,Individual,Manual,First Owner,23,23.01 kmpl,999,67,91Nm@ 4250rpm,5
Volkswagen,Polo,Volkswagen Polo,2014,350000,60000,Diesel,Individual,Manual,Second Owner,20,20.14 kmpl,1498,89,230Nm@ 1500-2500rpm,5
Chevrolet,Beat,Chevrolet Beat,2010,150000,68000,Petrol,Individual,Manual,Fourth & Above Owner,19,18.6 kmpl,1199,79,108Nm@ 4400rpm,5
Maruti,Swift,Maruti Swift,2015,450000,30000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2017,1625000,54000,Diesel,Individual,Manual,First Owner,16,16.0 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Hyundai,Grand i10,Hyundai Grand i10,2018,450000,30000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Tata,Tiago Revotorq,Tata Tiago Revotorq,2017,360000,50000,Diesel,Individual,Manual,First Owner,27,27.28 kmpl,1047,69,140Nm@ 1800-3000rpm,5
Maruti,Alto 800,Maruti Alto 800,2020,390000,6000,Petrol,Individual,Manual,First Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Eeco,Maruti Eeco,2011,145000,50000,Petrol,Individual,Manual,Second Owner,15,15.37 kmpl,1196,73,101Nm@ 3000rpm,7
Mahindra,Scorpio,Mahindra Scorpio,2012,540000,90000,Diesel,Individual,Manual,Third Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,8
Tata,Indigo,Tata Indigo,2013,300000,90000,Diesel,Individual,Manual,First Owner,25,25.0 kmpl,1396,69,140Nm@ 1800-3000rpm,5
Ford,Figo,Ford Figo,2017,565000,80000,Petrol,Individual,Manual,First Owner,18,18.16 kmpl,1196,87,112Nm@ 4000rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,441000,70000,Diesel,Individual,Manual,Second Owner,11,10.5 kmpl,2609,120,290Nm@ 1800-2800rpm,7
Hyundai,EON,Hyundai EON,2013,200000,80000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2016,700000,110000,Diesel,Individual,Manual,Second Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Volkswagen,Polo,Volkswagen Polo,2010,275000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22,22.07 kmpl,1199,74,180Nm@ 2000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2019,600000,20000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Mahindra,Xylo,Mahindra Xylo,2011,250000,120000,Diesel,Individual,Manual,First Owner,13,13.0 kmpl,2489,95,220Nm at 1400-2600 rpm,8
Mahindra,Bolero,Mahindra Bolero,2016,600000,120000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,63,180Nm@ 1440-1500rpm,9
Fiat,Linea,Fiat Linea,2010,200000,80000,Diesel,Individual,Manual,Second Owner,20,20.4 kmpl,1248,91,209Nm@ 2000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24,24.0 kmpl,1120,70,160Nm@ 1500-2750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,420000,120000,Diesel,Individual,Manual,Second Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i20,Hyundai i20,2012,321000,100000,Diesel,Individual,Manual,Second Owner,23,23.0 kmpl,1396,90,22.4 kgm at 1750-2750rpm,5
Mahindra,Xylo,Mahindra Xylo,2012,350000,120000,Diesel,Individual,Manual,Fourth & Above Owner,14,14.0 kmpl,2498,112,260 Nm at 1800-2200 rpm,8
Mahindra,Scorpio,Mahindra Scorpio,2015,680000,90000,Diesel,Individual,Manual,First Owner,15,15.4 kmpl,2523,75,200Nm@ 1400-2200rpm,7
Maruti,Alto 800,Maruti Alto 800,2016,298000,70000,Petrol,Individual,Manual,First Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,450000,150000,Diesel,Individual,Manual,Fourth & Above Owner,14,13.5 kmpl,2179,115,277.5Nm@ 1700-2200rpm,5
Tata,Indica Vista,Tata Indica Vista,2012,250000,40000,Diesel,Individual,Manual,First Owner,22,22.3 kmpl,1248,74,190Nm@ 1750-3000rpm,5
Ford,Endeavour,Ford Endeavour,2013,1075000,110000,Diesel,Individual,Automatic,Third Owner,13,12.8 kmpl,2953,156,380Nm(38.7kgm)@ 2500rpm,7
Hyundai,Grand i10,Hyundai Grand i10,2017,500000,20000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Ford,Freestyle,Ford Freestyle,2019,681000,10000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,1194,95,120Nm@ 4250rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2014,650000,90000,Diesel,Individual,Manual,Second Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Mahindra,Bolero,Mahindra Bolero,2009,290000,120000,Diesel,Individual,Manual,First Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Datsun,RediGO,Datsun RediGO,2017,229999,80000,Petrol,Individual,Manual,First Owner,23,22.7 kmpl,799,53,72Nm@ 4388rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,500000,45000,Petrol,Individual,Manual,First Owner,19,19.1 kmpl,1197,86,114Nm@ 4000rpm,5
Tata,Indigo,Tata Indigo,2013,175000,120000,Diesel,Individual,Manual,First Owner,19,19.09 kmpl,1396,69,135Nm@ 2500rpm,5
Ford,Freestyle,Ford Freestyle,2019,720000,10000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,1194,95,120Nm@ 4250rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2014,810000,100000,Diesel,Individual,Manual,First Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Maruti,Alto 800,Maruti Alto 800,2010,165000,30000,Petrol,Individual,Manual,Third Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Chevrolet,Tavera,Chevrolet Tavera,2016,409999,60000,Diesel,Individual,Manual,Second Owner,12,12.2 kmpl,1994,105,263.7Nm@ 2500rpm,10
Maruti,Swift,Maruti Swift,2013,430000,86000,Diesel,Individual,Manual,Second Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Datsun,GO,Datsun GO,2015,300000,15000,Petrol,Individual,Manual,First Owner,21,20.62 kmpl,1198,67,104Nm@ 4000rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2011,350000,137500,Diesel,Individual,Manual,Third Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Renault,KWID,Renault KWID,2018,400000,60000,Petrol,Individual,Manual,First Owner,23,23.01 kmpl,999,67,91Nm@ 4250rpm,5
Chevrolet,Enjoy,Chevrolet Enjoy,2016,420000,70000,Diesel,Individual,Manual,First Owner,18,18.2 kmpl,1248,74,172.5Nm@ 1750rpm,7
Maruti,Wagon R,Maruti Wagon R,2015,430000,5000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Swift,Maruti Swift,2017,573000,30000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,EON,Hyundai EON,2015,210000,40000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Renault,Duster,Renault Duster,2015,600000,60000,Diesel,Individual,Manual,First Owner,19,19.01 kmpl,1461,108,248Nm@ 2250rpm,5
Tata,Tigor,Tata Tigor,2019,550000,15000,Petrol,Individual,Manual,First Owner,20,20.3 kmpl,1199,84,114Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2011,320000,110000,Diesel,Individual,Manual,Second Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Amaze,Honda Amaze,2019,800000,10000,Diesel,Individual,Manual,First Owner,27,27.4 kmpl,1498,99,200Nm@ 1750rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,500000,60000,Petrol,Individual,Manual,First Owner,16,16.02 kmpl,1373,94,130Nm@ 4000rpm,7
Tata,Manza,Tata Manza,2011,229999,110000,Diesel,Individual,Manual,Second Owner,19,18.8 kmpl,1248,90,200Nm@ 1750-3000rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,500000,60000,Petrol,Individual,Manual,First Owner,16,16.02 kmpl,1373,94,130Nm@ 4000rpm,7
Hyundai,i20 Asta,Hyundai i20 Asta,2015,630000,35000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Maruti,Omni,Maruti Omni,2016,190000,70000,Petrol,Individual,Manual,Second Owner,17,16.8 kmpl,796,34,59Nm@ 2500rpm,8
Tata,Manza,Tata Manza,2011,229999,110000,Diesel,Individual,Manual,Second Owner,19,18.8 kmpl,1248,90,200Nm@ 1750-3000rpm,5
Mahindra,Bolero,Mahindra Bolero,2011,450000,100000,Diesel,Individual,Manual,Second Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Maruti,Omni,Maruti Omni,2009,101000,90000,Petrol,Individual,Manual,Fourth & Above Owner,20,19.7 kmpl,796,35,6.1kgm@ 3000rpm,8
Honda,Amaze,Honda Amaze,2016,500000,70000,Diesel,Individual,Manual,Second Owner,26,25.8 kmpl,1498,99,200Nm@ 1750rpm,5
Toyota,Innova,Toyota Innova,2014,1019999,88000,Diesel,Individual,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Hyundai,EON,Hyundai EON,2012,244000,38000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,250000,90000,Petrol,Individual,Manual,Second Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Beno,Maruti Beno,2016,660000,60000,Petrol,Individual,Manual,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Hyundai,i20 Magna,Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,First Owner,19,18.5 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Maruti,Ritz,Maruti Ritz,2012,280000,156060,Diesel,Individual,Manual,First Owner,23,23.2 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Creta,Hyundai Creta,2017,1050000,60000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,525000,70000,Petrol,Individual,Manual,First Owner,21,20.85 kmpl,1197,83,115Nm@ 4000rpm,5
Hyundai,Verna,Hyundai Verna,2017,850000,35000,Diesel,Individual,Manual,First Owner,24,23.9 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2016,1165000,50000,Diesel,Individual,Manual,First Owner,16,16.0 kmpl,1997,140,320Nm@ 1600-2800rpm,7
Maruti,Swift,Maruti Swift,2012,345000,50000,Petrol,Individual,Manual,Second Owner,19,18.6 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2015,241000,15000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Alto 800,Maruti Alto 800,2015,235000,20000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Ford,EcoSport,Ford EcoSport,2015,615000,80000,Diesel,Individual,Manual,First Owner,23,22.77 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Mahindra,Verito,Mahindra Verito,2014,350000,110000,Diesel,Individual,Manual,Second Owner,21,20.8 kmpl,1461,64,160Nm@ 2000rpm,5
Maruti,Wagon R,Maruti Wagon R,2014,350000,35000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Wagon R,Maruti Wagon R,2014,380000,35000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Tata,Sumo,Tata Sumo,2017,400000,140000,Diesel,Individual,Manual,First Owner,14,14.07 kmpl,2956,69,223Nm@ 1600-2200rpm,7
Maruti,Zen Estilo,Maruti Zen Estilo,2010,220000,40000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Ritz,Maruti Ritz,2012,275000,70000,Petrol,Individual,Manual,Second Owner,19,18.5 kmpl,1197,86,114Nm@ 4000rpm,5
Tata,Indica Vista,Tata Indica Vista,2009,125000,100000,Diesel,Individual,Manual,Second Owner,17,17.0 kmpl,1405,71,135Nm@ 2500rpm,5
Hyundai,i10,Hyundai i10,2015,360000,20000,Petrol,Individual,Manual,First Owner,20,19.81 kmpl,1086,68,99.04Nm@ 4500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2019,550000,15000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Ford,Fiesta,Ford Fiesta,2011,200000,70000,Petrol,Individual,Manual,Second Owner,17,16.6 kmpl,1388,68,"16.3@ 2,000(kgm@ rpm)",5
Mahindra,KUV 100,Mahindra KUV 100,2016,327000,20000,Petrol,Individual,Manual,First Owner,18,18.15 kmpl,1198,82,115Nm@ 3500-3600rpm,6
Hyundai,i10,Hyundai i10,2016,425000,15000,Petrol,Individual,Manual,First Owner,20,19.81 kmpl,1086,68,99.04Nm@ 4500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,620000,107000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Tata,Indica Vista,Tata Indica Vista,2011,130000,54000,Diesel,Individual,Manual,Second Owner,18,18.4 kmpl,1248,75,190 Nm at 1750 rpm ,5
Maruti,Alto 800,Maruti Alto 800,2009,120000,58000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,400000,110000,Diesel,Individual,Manual,Second Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,8
Hyundai,EON,Hyundai EON,2015,204999,43000,Petrol,Individual,Manual,Second Owner,20,20.3 kmpl,998,68,94.14Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,625000,43000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,600000,60000,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Tata,Indigo,Tata Indigo,2011,150000,150000,Petrol,Individual,Manual,First Owner,13,12.8 kmpl,1396,85,"12@ 3,500(kgm@ rpm)",5
Renault,KWID,Renault KWID,2017,300000,35000,Petrol,Individual,Manual,First Owner,23,23.01 kmpl,999,67,91Nm@ 4250rpm,5
Chevrolet,Sail,Chevrolet Sail,2013,229999,46000,Petrol,Individual,Manual,First Owner,18,18.2 kmpl,1199,85,113Nm@ 5000rpm,5
Maruti,Omni,Maruti Omni,2018,220000,10000,Petrol,Individual,Manual,First Owner,17,16.8 kmpl,796,34,59Nm@ 2500rpm,8
Hyundai,i20 Asta,Hyundai i20 Asta,2016,576000,35000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Renault,KWID,Renault KWID,2016,265000,50000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Hyundai,Verna,Hyundai Verna,2011,300000,80000,Diesel,Individual,Manual,First Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Tata,Tigor,Tata Tigor,2017,420000,110000,Diesel,Individual,Manual,First Owner,25,24.7 kmpl,1047,69,140Nm@ 1800-3000rpm,5
Maruti,Ertiga,Maruti Ertiga,2015,750000,14000,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Alto 800,Maruti Alto 800,2012,165000,60000,CNG,Individual,Manual,Second Owner,30,30.46 kmpl,796,47,69Nm@ 3500rpm,5
Renault,KWID,Renault KWID,2017,290000,28000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Hyundai,EON,Hyundai EON,2011,160000,57000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,695000,50000,Diesel,Individual,Manual,First Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Wagon R,Maruti Wagon R,2012,231000,70000,CNG,Individual,Manual,First Owner,26,26.2 kmpl,998,58,77Nm@ 3500rpm,5
Toyota,Corolla Altis,Toyota Corolla Altis,2015,1050000,60000,Diesel,Individual,Manual,First Owner,21,21.43 kmpl,1364,87,205Nm@ 1800-2800rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2013,400000,70000,Petrol,Individual,Manual,First Owner,19,18.5 kmpl,1197,83,113.7Nm@ 4000rpm,5
Hyundai,i20,Hyundai i20,2016,500000,40000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Tata,Manza,Tata Manza,2010,150000,120000,Diesel,Individual,Manual,Second Owner,21,21.12 kmpl,1248,89,200Nm@ 1750-3000rpm,5
Mahindra,Xylo,Mahindra Xylo,2016,400000,140000,Diesel,Individual,Manual,Second Owner,14,14.02 kmpl,2179,118,280Nm@ 2400-2800rpm,7
Tata,Indigo,Tata Indigo,2010,120000,100000,Diesel,Individual,Manual,Second Owner,17,17.0 kmpl,1405,70,"13.5@ 2,500(kgm@ rpm)",5
Mahindra,Xylo,Mahindra Xylo,2014,480000,120000,Diesel,Individual,Manual,Second Owner,14,14.02 kmpl,2179,118,280Nm@ 2400-2800rpm,7
Tata,Indigo,Tata Indigo,2013,200000,120000,Diesel,Individual,Manual,Second Owner,19,19.09 kmpl,1405,69,135Nm@ 2500rpm,5
Ford,Fiesta,Ford Fiesta,2012,300000,64000,Diesel,Individual,Manual,Second Owner,18,17.8 kmpl,1399,67,160Nm@ 2000rpm,5
Maruti,Celerio,Maruti Celerio,2015,350000,25000,Petrol,Individual,Manual,First Owner,23,23.1 kmpl,998,67,90Nm@ 3500rpm,5
Renault,Triber,Renault Triber,2019,580000,12000,Petrol,Individual,Manual,First Owner,20,20.0 kmpl,999,72,96Nm@ 3500rpm,7
Chevrolet,Beat,Chevrolet Beat,2012,200000,70000,Diesel,Individual,Manual,Second Owner,25,25.44 kmpl,936,58,150Nm@ 1750rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2016,750000,120000,Diesel,Individual,Manual,First Owner,11,11.0 kmpl,2179,120,280Nm@ 1800-2800rpm,5
Renault,KWID,Renault KWID,2016,261000,90000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Chevrolet,Sail,Chevrolet Sail,2015,371000,40000,Petrol,Individual,Manual,First Owner,18,18.2 kmpl,1199,82,108.5Nm@ 5000rpm,5
Mahindra,Bolero,Mahindra Bolero,2010,320000,300000,Diesel,Individual,Manual,Third Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Tata,Indigo,Tata Indigo,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19,19.09 kmpl,1396,69,135Nm@ 2500rpm,5
Mahindra,Bolero,Mahindra Bolero,2016,625000,90000,Diesel,Individual,Manual,Second Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Mahindra,Scorpio,Mahindra Scorpio,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15,15.4 kmpl,1997,120,280Nm@ 1800-2800rpm,7
Ford,Figo,Ford Figo,2010,180000,110000,Diesel,Individual,Manual,Second Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Mahindra,Bolero,Mahindra Bolero,2010,421000,120000,Diesel,Individual,Manual,Second Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Tata,Indigo,Tata Indigo,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19,19.09 kmpl,1396,69,135Nm@ 2500rpm,5
Honda,Mobilio,Honda Mobilio,2017,900000,40000,Diesel,Individual,Manual,First Owner,26,25.5 kmpl,1498,99,200Nm@ 1750rpm,5
Hyundai,i20 Magna,Hyundai i20 Magna,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,22,21.9 kmpl,1396,90,22.4 kgm at 1750-2750rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2017,750000,40000,Diesel,Individual,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,Elite i20,Hyundai Elite i20,2019,750000,30000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.73nm@ 4000rpm,5
Ford,Figo,Ford Figo,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Toyota,Innova,Toyota Innova,2009,395000,200000,Diesel,Individual,Manual,Third Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Toyota,Fortuner,Toyota Fortuner,2010,800000,125000,Diesel,Individual,Manual,Second Owner,12,11.5 kmpl,2982,171,343Nm@ 1400-3400rpm,7
Hyundai,i20,Hyundai i20,2011,315000,80000,Petrol,Individual,Manual,First Owner,17,17.0 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Audi,A4,Audi A4,2014,1600000,44000,Diesel,Individual,Automatic,Second Owner,17,16.55 kmpl,1968,148,320Nm@ 1750-2500rpm,5
Toyota,Etios,Toyota Etios,2013,409999,90000,Diesel,Individual,Manual,First Owner,24,23.59 kmpl,1364,67,170Nm@ 1800-2400rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2018,580000,32000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2013,340000,70000,Petrol,Individual,Manual,First Owner,19,18.5 kmpl,1197,83,113.7Nm@ 4000rpm,5
Hyundai,EON,Hyundai EON,2015,270000,43000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Tata,Zest,Tata Zest,2017,280000,80000,Diesel,Individual,Manual,First Owner,23,22.95 kmpl,1248,74,190Nm@ 1750-3000rpm,5
Tata,Indica Vista,Tata Indica Vista,2012,130000,60000,Diesel,Individual,Manual,First Owner,22,22.3 kmpl,1248,74,190Nm@ 1750-3000rpm,5
Hyundai,EON,Hyundai EON,2014,260000,18945,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2018,710000,70000,Diesel,Individual,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
Maruti,Eeco,Maruti Eeco,2013,204999,100000,Petrol,Individual,Manual,Third Owner,15,15.1 kmpl,1196,73,101Nm@ 3000rpm,7
Datsun,GO,Datsun GO,2017,300000,60000,Petrol,Individual,Manual,First Owner,21,20.62 kmpl,1198,67,104Nm@ 4000rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2009,180000,144000,Diesel,Individual,Manual,Second Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Mahindra,TUV 300,Mahindra TUV 300,2016,700000,120000,Diesel,Individual,Manual,First Owner,18,18.49 kmpl,1493,100,240Nm@ 1600-2800rpm,7
Hyundai,i20,Hyundai i20,2012,320000,107825,Diesel,Individual,Manual,Second Owner,22,21.9 kmpl,1396,90,22.4 kgm at 1750-2750rpm,5
Maruti,Alto 800,Maruti Alto 800,2020,370000,15000,Petrol,Individual,Manual,First Owner,22,22.05 kmpl,796,47,69Nm@ 3500rpm,5
Renault,KWID,Renault KWID,2018,340000,10000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Hyundai,i20 Active,Hyundai i20 Active,2018,750000,30000,Diesel,Individual,Manual,First Owner,21,21.19 kmpl,1396,89,219.66nm@ 1500-2750rpm,5
