name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Maruti Celerio,Maruti,Celerio,2015,70000,Petrol,Manual,Third Owner,23,515000,330000
Tata Indica Vista,Tata,Indica Vista,2011,80000,Diesel,Manual,First Owner,17,611000,152000
Maruti Alto 800,Maruti,Alto 800,2014,40000,Petrol,Manual,First Owner,23,503000,250000
Tata Indica Vista,Tata,Indica Vista,2011,80000,Diesel,Manual,First Owner,17,611000,248000
Nissan Micra,Nissan,Micra,2011,60000,Petrol,Manual,Second Owner,18,778000,300000
Hyundai i20,Hyundai,i20,2017,50000,Petrol,Manual,First Owner,19,698000,550000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2016,30000,Diesel,Manual,First Owner,23,780000,650000
Hyundai Grand i10,Hyundai,Grand i10,2017,25000,Petrol,Manual,First Owner,19,707000,445000
Toyota Innova,Toyota,Innova,2010,334000,Diesel,Manual,First Owner,13,186300,450000
Renault Duster,Renault,Duster,2014,175000,Diesel,Manual,First Owner,19,101900,495000
Maruti SX4,Maruti,SX4,2011,65000,Petrol,Automatic,Third Owner,13,867000,220000
Maruti SX4,Maruti,SX4,2011,65000,Petrol,Automatic,Third Owner,13,867000,260000
Hyundai Santro Xing,Hyundai,Santro Xing,2009,90000,Petrol,Manual,First Owner,18,447000,150000
Ford Figo,Ford,Figo,2011,80000,Diesel,Manual,Second Owner,20,690000,200000
Mahindra Scorpio,Mahindra,Scorpio,2018,110000,Diesel,Manual,First Owner,16,133000,1465000
Mahindra Xylo,Mahindra,Xylo,2014,160000,Diesel,Manual,First Owner,15,998000,310000
Mahindra Scorpio,Mahindra,Scorpio,2010,100875,Diesel,Automatic,First Owner,12,133000,600000
Maruti Beno,Maruti,Beno,2018,20000,Petrol,Manual,First Owner,21,949000,560000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,30000,Petrol,Manual,First Owner,21,690000,500000
Hyundai Grand i10,Hyundai,Grand i10,2013,118000,Diesel,Manual,First Owner,24,707000,270000
Hyundai Verna,Hyundai,Verna,2013,69000,Diesel,Manual,Third Owner,22,932000,420000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,25000,Petrol,Manual,Second Owner,21,690000,434999
Hyundai Xcent,Hyundai,Xcent,2015,100000,Petrol,Automatic,First Owner,17,685000,400000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,110000,Diesel,Manual,First Owner,27,690000,470000
Nissan Terrano,Nissan,Terrano,2015,60000,Diesel,Manual,Third Owner,20,122400,480000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,120000,Diesel,Manual,First Owner,27,693000,325000
Hyundai Grand i10,Hyundai,Grand i10,2020,5000,Petrol,Automatic,First Owner,21,707000,675000
Hyundai i10,Hyundai,i10,2009,90000,Petrol,Manual,Second Owner,20,707000,170000
Hyundai Creta,Hyundai,Creta,2017,90000,Diesel,Manual,First Owner,20,102800,1250000
Honda City,Honda,City,2014,200000,Diesel,Manual,First Owner,25,113800,819999
Hyundai i20,Hyundai,i20,2016,29000,Petrol,Manual,First Owner,19,698000,650000
Tata Indigo,Tata,Indigo,2013,150000,Diesel,Manual,First Owner,19,566000,200000
Maruti Omni,Maruti,Omni,2016,90000,Petrol,Manual,First Owner,17,261000,220000
Volkswagen Vento,Volkswagen,Vento,2014,70000,Petrol,Manual,Second Owner,15,116600,500000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2018,5000,Petrol,Manual,First Owner,24,693000,450000
Maruti Ritz,Maruti,Ritz,2011,89000,Diesel,Manual,Second Owner,21,525000,270000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,30000,Diesel,Manual,First Owner,27,690000,480000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,50000,Diesel,Automatic,Second Owner,27,690000,650000
Maruti Swift Dzire,Maruti,Swift Dzire,2013,80000,Diesel,Manual,First Owner,23,690000,480000
Hyundai i20 Asta,Hyundai,i20 Asta,2016,40000,Diesel,Manual,First Owner,23,875000,700000
Maruti Ertiga,Maruti,Ertiga,2015,110000,Diesel,Manual,Third Owner,21,969000,650000
Hyundai Creta,Hyundai,Creta,2015,48000,Diesel,Manual,Second Owner,20,102800,1300000
Volkswagen Vento,Volkswagen,Vento,2016,60000,Diesel,Automatic,First Owner,22,116600,1000000
Mercedes-Benz M-Class,Mercedes-Benz,M-Class,2011,110000,Diesel,Automatic,Third Owner,16,567400,1700000
Hyundai EON,Hyundai,EON,2012,40000,Petrol,Manual,First Owner,21,450000,170000
Maruti Swift,Maruti,Swift,2017,49000,Diesel,Manual,First Owner,28,591000,610000
Maruti Ritz,Maruti,Ritz,2014,25000,Petrol,Manual,First Owner,19,525000,350000
Maruti Alto 800,Maruti,Alto 800,2016,65000,Petrol,Manual,Second Owner,23,503000,260000
Fiat Linea,Fiat,Linea,2015,20000,Diesel,Manual,First Owner,20,108200,700000
Volkswagen Polo,Volkswagen,Polo,2018,17000,Petrol,Manual,First Owner,19,645000,678000
Maruti SX4,Maruti,SX4,2015,15000,Diesel,Manual,First Owner,24,867000,800000
Toyota Etios,Toyota,Etios,2014,120000,Diesel,Manual,Second Owner,24,869000,400000
Hyundai i20 Magna,Hyundai,i20 Magna,2010,49000,Petrol,Manual,First Owner,19,698000,300000
Hyundai i20,Hyundai,i20,2016,29000,Petrol,Manual,First Owner,19,698000,520000
Nissan Terrano,Nissan,Terrano,2017,55000,Diesel,Automatic,First Owner,20,122400,850000
Tata Nexon Revotron,Tata,Nexon Revotron,2017,35000,Diesel,Manual,First Owner,22,1061323,830000
Datsun GO,Datsun,GO,2018,5000,Petrol,Manual,Second Owner,21,412000,430000
Ford EcoSport,Ford,EcoSport,2017,60000,Diesel,Manual,First Owner,23,961000,850000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,70000,Petrol,Manual,First Owner,21,690000,650000
Mahindra TUV 300,Mahindra,TUV 300,2016,65100,Diesel,Manual,Second Owner,18,859000,730000
Maruti Ignis,Maruti,Ignis,2019,20000,Petrol,Automatic,First Owner,21,525000,525000
Hyundai i20 Active,Hyundai,i20 Active,2015,108000,Diesel,Manual,First Owner,21,713000,600000
Maruti Swift,Maruti,Swift,2019,15000,Petrol,Manual,First Owner,21,591000,500000
Hyundai Santro Xing,Hyundai,Santro Xing,2009,77000,Petrol,Manual,First Owner,18,447000,150000
Maruti Wagon R,Maruti,Wagon R,2015,18500,Petrol,Manual,First Owner,21,690000,409999
Mahindra TUV 300,Mahindra,TUV 300,2016,120000,Diesel,Manual,First Owner,18,859000,625000
Renault KWID,Renault,KWID,2015,15200,Petrol,Manual,First Owner,25,449000,290000
Honda Mobilio,Honda,Mobilio,2015,35000,Petrol,Manual,First Owner,17,729000,500000
Hyundai Verna,Hyundai,Verna,2011,80000,Diesel,Manual,First Owner,22,932000,475000
Hyundai EON,Hyundai,EON,2013,70000,Petrol,Manual,First Owner,21,450000,190000
Mahindra XUV 500,Mahindra,XUV 500,2014,80000,Diesel,Manual,Second Owner,15,149500,750000
Nissan Terrano,Nissan,Terrano,2014,120000,Diesel,Manual,Second Owner,19,122400,525000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2625000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Honda City,Honda,City,2010,60000,Petrol,Automatic,Second Owner,17,113800,321000
Toyota Etios,Toyota,Etios,2017,50000,Petrol,Manual,First Owner,18,869000,585000
Ford Figo,Ford,Figo,2011,70000,Diesel,Manual,First Owner,20,690000,225000
Honda Amaze,Honda,Amaze,2017,70000,Diesel,Manual,First Owner,26,634000,500000
Hyundai i20,Hyundai,i20,2011,90000,Diesel,Manual,Third Owner,23,698000,350000
Maruti Ertiga,Maruti,Ertiga,2016,70000,Diesel,Manual,Second Owner,25,969000,756000
Maruti Alto 800,Maruti,Alto 800,2014,50000,Petrol,Manual,First Owner,23,503000,240000
Maruti Omni,Maruti,Omni,2012,120000,Petrol,Manual,Second Owner,20,261000,80000
Hyundai i20 Active,Hyundai,i20 Active,2019,5000,Petrol,Manual,First Owner,17,713000,800000
Tata Hexa,Tata,Hexa,2018,25000,Diesel,Manual,First Owner,18,136900,1250000
Mahindra Scorpio,Mahindra,Scorpio,2009,80000,Diesel,Manual,Third Owner,12,133000,320000
Hyundai Grand i10,Hyundai,Grand i10,2017,25000,Petrol,Manual,First Owner,19,707000,509999
Tata Zest,Tata,Zest,2019,15000,Diesel,Manual,First Owner,23,877000,650000
Maruti Alto 800,Maruti,Alto 800,2011,35000,Petrol,Manual,Second Owner,21,503000,210000
Tata Nexon Revotron,Tata,Nexon Revotron,2017,25000,Diesel,Manual,First Owner,22,1061323,665000
Volkswagen Ameo,Volkswagen,Ameo,2017,52000,Diesel,Manual,First Owner,22,567000,555000
Volkswagen Ameo,Volkswagen,Ameo,2017,52000,Diesel,Manual,First Owner,22,567000,560000
Mahindra KUV 100,Mahindra,KUV 100,2016,80000,Diesel,Manual,First Owner,25,615000,375000
Toyota Fortuner,Toyota,Fortuner,2017,50000,Diesel,Automatic,First Owner,15,541000,2950000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,127000,Diesel,Manual,First Owner,28,690000,605000
Honda Mobilio,Honda,Mobilio,2017,30000,Petrol,Manual,First Owner,18,729000,720000
Maruti Ertiga,Maruti,Ertiga,2017,70000,Diesel,Manual,First Owner,25,969000,800000
Mahindra XUV 500,Mahindra,XUV 500,2017,54000,Diesel,Manual,First Owner,16,149500,1325000
Hyundai i20,Hyundai,i20,2011,116500,Diesel,Manual,First Owner,23,698000,350000
Toyota Innova,Toyota,Innova,2012,145000,Diesel,Manual,Second Owner,13,186300,600000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2012,120000,Petrol,Manual,First Owner,19,780000,300000
Tata New Safari DICOR,Tata,New Safari DICOR,2011,120000,Diesel,Manual,First Owner,14,993000,240000
Ford Figo,Ford,Figo,2016,80000,Diesel,Manual,First Owner,26,690000,377000
Maruti Ertiga,Maruti,Ertiga,2013,140000,Petrol,Manual,First Owner,16,969000,450000
Hyundai Xcent,Hyundai,Xcent,2019,100000,Petrol,Manual,First Owner,20,685000,525000
Toyota Innova,Toyota,Innova,2011,168000,Diesel,Manual,Second Owner,13,186300,550000
Toyota Etios,Toyota,Etios,2016,145000,Diesel,Manual,Second Owner,24,869000,570000
Ford Figo,Ford,Figo,2011,90000,Diesel,Manual,Second Owner,20,690000,225000
Hyundai Xcent,Hyundai,Xcent,2019,90000,Petrol,Manual,First Owner,20,685000,590000
Jeep Compass,Jeep,Compass,2018,80000,Diesel,Manual,First Owner,17,295900,1675000
Ford Aspire,Ford,Aspire,2019,33000,Petrol,Manual,First Owner,19,728000,800000
Chevrolet Sail,Chevrolet,Sail,2014,13500,Petrol,Manual,First Owner,18,530000,450000
Tata Indigo,Tata,Indigo,2012,80000,Diesel,Manual,First Owner,17,566000,300000
Hyundai i20,Hyundai,i20,2017,20000,Petrol,Manual,First Owner,19,698000,645000
Maruti Swift Dzire,Maruti,Swift Dzire,2013,58000,Diesel,Manual,First Owner,23,690000,520000
Hyundai EON,Hyundai,EON,2013,40000,Petrol,Manual,First Owner,21,450000,200000
Honda City,Honda,City,2015,30000,Petrol,Manual,First Owner,17,113800,700000
Ford Figo,Ford,Figo,2016,73000,Diesel,Manual,First Owner,26,690000,459999
Maruti Ritz,Maruti,Ritz,2014,90000,Diesel,Manual,Second Owner,23,525000,325000
Maruti Wagon R,Maruti,Wagon R,2015,50000,Petrol,Manual,Second Owner,21,690000,350000
Hyundai Verna,Hyundai,Verna,2011,80000,Diesel,Manual,Third Owner,22,932000,440000
Hyundai i20,Hyundai,i20,2011,70000,Diesel,Manual,Second Owner,22,698000,320000
Chevrolet Spark,Chevrolet,Spark,2011,41000,Petrol,Manual,First Owner,18,436000,169000
Volkswagen Polo,Volkswagen,Polo,2013,50000,Petrol,Manual,Fourth & Above Owner,16,645000,350000
Ford Figo,Ford,Figo,2013,90000,Diesel,Manual,Second Owner,20,690000,310000
Mahindra Scorpio,Mahindra,Scorpio,2010,160500,Diesel,Manual,Fourth & Above Owner,14,133000,420000
Maruti Ciaz,Maruti,Ciaz,2015,30000,Petrol,Automatic,First Owner,19,887000,685000
Renault Duster,Renault,Duster,2014,132000,Diesel,Manual,Second Owner,20,101900,560000
Maruti Swift,Maruti,Swift,2013,120000,Diesel,Manual,Third Owner,23,591000,470000
Hyundai Verna,Hyundai,Verna,2011,80000,Petrol,Manual,Second Owner,16,932000,380000
Mahindra Scorpio,Mahindra,Scorpio,2015,57000,Diesel,Manual,Second Owner,15,133000,670000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,5000,Petrol,Manual,First Owner,22,690000,550000
Hyundai Verna,Hyundai,Verna,2016,25000,Petrol,Manual,First Owner,17,932000,749000
Hyundai Creta,Hyundai,Creta,2015,80000,Diesel,Manual,Second Owner,20,102800,899000
Chevrolet Optra Magnum,Chevrolet,Optra Magnum,2011,88000,Diesel,Manual,Third Owner,17,103300,290000
Toyota Innova,Toyota,Innova,2014,217000,Diesel,Manual,Second Owner,13,186300,869999
Datsun GO,Datsun,GO,2015,60000,Petrol,Manual,First Owner,21,412000,350000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,43000,Petrol,Manual,First Owner,21,690000,500000
Skoda Rapid,Skoda,Rapid,2014,77000,Diesel,Automatic,Second Owner,22,156000,400000
Renault KWID,Renault,KWID,2016,30000,Petrol,Manual,First Owner,25,449000,260000
Maruti Alto 800,Maruti,Alto 800,2015,40000,Petrol,Manual,Second Owner,23,503000,220000
Chevrolet Enjoy,Chevrolet,Enjoy,2014,139000,Diesel,Manual,Second Owner,18,766000,190000
Hyundai Grand i10,Hyundai,Grand i10,2016,80000,Petrol,Manual,First Owner,19,707000,400000
Chevrolet Beat,Chevrolet,Beat,2014,76000,Diesel,Manual,Second Owner,25,396000,170000
Hyundai Elite i20,Hyundai,Elite i20,2019,3500,Petrol,Manual,First Owner,19,658000,650000
Chevrolet Spark,Chevrolet,Spark,2012,40000,Petrol,Manual,Second Owner,16,436000,125000
Maruti Alto 800,Maruti,Alto 800,2011,70000,Petrol,Manual,Third Owner,20,503000,170000
Maruti Swift Dzire,Maruti,Swift Dzire,2012,77000,Diesel,Manual,Second Owner,19,690000,310000
Chevrolet Spark,Chevrolet,Spark,2011,110000,Petrol,Manual,Second Owner,18,436000,130000
Maruti Wagon R,Maruti,Wagon R,2016,20000,Petrol,Manual,First Owner,21,690000,465000
Maruti Alto 800,Maruti,Alto 800,2012,16830,Petrol,Manual,First Owner,20,503000,260000
Mahindra Bolero,Mahindra,Bolero,2013,70000,Diesel,Manual,First Owner,16,920000,500000
Renault KWID,Renault,KWID,2017,38000,Petrol,Manual,First Owner,23,449000,325000
Mahindra Bolero,Mahindra,Bolero,2013,80000,Diesel,Manual,First Owner,16,920000,400000
Toyota Fortuner,Toyota,Fortuner,2018,50000,Diesel,Manual,First Owner,14,541000,3200000
Tata Indigo,Tata,Indigo,2012,50000,Diesel,Manual,First Owner,17,566000,229999
Hyundai EON,Hyundai,EON,2016,30000,Petrol,Manual,First Owner,21,450000,340000
Mahindra Bolero,Mahindra,Bolero,2014,103000,Diesel,Manual,First Owner,16,920000,550000
Ford Endeavour,Ford,Endeavour,2011,93468,Diesel,Automatic,Second Owner,11,292000,975000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Ford Endeavour,Ford,Endeavour,2018,12000,Diesel,Automatic,First Owner,11,292000,3250000
Tata Indigo,Tata,Indigo,2013,70000,Diesel,Manual,First Owner,25,566000,280000
Honda Amaze,Honda,Amaze,2019,4500,Petrol,Manual,First Owner,20,634000,700000
Tata Indigo,Tata,Indigo,2012,35000,Diesel,Manual,First Owner,23,566000,259000
Toyota Fortuner,Toyota,Fortuner,2018,60000,Diesel,Automatic,First Owner,15,541000,3200000
Mahindra XUV 500,Mahindra,XUV 500,2018,30000,Diesel,Manual,First Owner,16,149500,1400000
Ford Figo,Ford,Figo,2015,40000,Petrol,Automatic,First Owner,17,690000,416000
Tata Manza,Tata,Manza,2011,70000,Diesel,Manual,First Owner,19,768000,250000
Tata Manza,Tata,Manza,2010,120000,Diesel,Manual,First Owner,21,768000,210000
Tata Indigo,Tata,Indigo,2012,90000,Diesel,Manual,First Owner,23,566000,220000
Tata Indigo,Tata,Indigo,2012,35000,Diesel,Manual,Second Owner,23,566000,246000
Maruti Omni,Maruti,Omni,2018,30000,Petrol,Manual,First Owner,17,261000,260000
Hyundai Creta,Hyundai,Creta,2018,70000,Diesel,Manual,First Owner,21,102800,1050000
Tata Manza,Tata,Manza,2012,60000,Diesel,Manual,First Owner,21,768000,290000
Tata Indigo,Tata,Indigo,2013,70000,Diesel,Manual,First Owner,25,566000,310000
Hyundai i20,Hyundai,i20,2018,6000,Petrol,Manual,First Owner,19,698000,700000
Maruti Swift,Maruti,Swift,2016,20000,Petrol,Manual,First Owner,20,591000,550000
Tata Indigo,Tata,Indigo,2017,70000,Diesel,Manual,First Owner,19,566000,450000
Honda City,Honda,City,2016,65000,Petrol,Manual,First Owner,18,113800,773000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,25000,Petrol,Manual,First Owner,24,693000,450000
Maruti Eeco,Maruti,Eeco,2019,10000,Petrol,Manual,First Owner,15,535000,409999
Chevrolet Beat,Chevrolet,Beat,2010,63000,Petrol,Manual,First Owner,19,396000,250000
Honda Amaze,Honda,Amaze,2019,1303,Petrol,Manual,First Owner,18,634000,690000
Audi Q5,Audi,Q5,2018,31800,Diesel,Automatic,First Owner,17,713400,3975000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Ciaz,Maruti,Ciaz,2018,23712,Diesel,Manual,First Owner,28,887000,925000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Maruti Wagon R,Maruti,Wagon R,2018,16589,Petrol,Manual,First Owner,21,690000,430000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Honda City,Honda,City,2016,53201,Petrol,Manual,Second Owner,18,113800,675000
Maruti Beno,Maruti,Beno,2017,25272,Petrol,Manual,First Owner,21,949000,570000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,53619,Diesel,Manual,First Owner,24,784000,850000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Ford Ecosport,Ford,Ecosport,2018,6001,Petrol,Manual,First Owner,16,961000,640000
Tata Indigo,Tata,Indigo,2013,80000,Diesel,Manual,First Owner,19,566000,250000
Renault Duster,Renault,Duster,2018,12000,Diesel,Manual,First Owner,20,101900,1250000
Ford EcoSport,Ford,EcoSport,2017,25000,Petrol,Manual,First Owner,17,961000,889000
Hyundai i20,Hyundai,i20,2017,40000,Diesel,Manual,Second Owner,23,698000,750000
Maruti Swift,Maruti,Swift,2010,130000,Diesel,Manual,Third Owner,18,591000,320000
Maruti Ciaz,Maruti,Ciaz,2018,40000,Diesel,Manual,First Owner,28,887000,1000000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,60000,Diesel,Manual,First Owner,27,690000,600000
Maruti Zen Estilo,Maruti,Zen Estilo,2009,60000,Petrol,Manual,First Owner,19,481000,165000
Maruti Beno,Maruti,Beno,2016,78000,Diesel,Manual,First Owner,27,949000,700000
Renault Duster,Renault,Duster,2013,80000,Diesel,Manual,Second Owner,20,101900,585000
Maruti Alto 800,Maruti,Alto 800,2009,70000,Petrol,Manual,Fourth & Above Owner,20,503000,150000
Maruti Ertiga,Maruti,Ertiga,2013,60000,Diesel,Manual,Second Owner,21,969000,599000
Maruti Swift,Maruti,Swift,2016,90000,Petrol,Manual,First Owner,20,591000,570000
Volkswagen Polo,Volkswagen,Polo,2013,75000,Diesel,Manual,Second Owner,22,645000,440000
Nissan Micra,Nissan,Micra,2015,71717,Petrol,Automatic,Second Owner,19,778000,300000
Mahindra Scorpio,Mahindra,Scorpio,2011,150000,Diesel,Automatic,Second Owner,12,133000,500000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,55000,Diesel,Manual,First Owner,27,690000,660000
Ford Fiesta,Ford,Fiesta,2012,90000,Petrol,Manual,Second Owner,15,103200,256000
Renault KWID,Renault,KWID,2018,35000,Petrol,Manual,First Owner,23,449000,409999
Toyota Fortuner,Toyota,Fortuner,2015,120000,Diesel,Manual,Second Owner,13,541000,1888000
Hyundai Santro Xing,Hyundai,Santro Xing,2011,100000,CNG,Manual,Second Owner,13,447000,250000
Mahindra Xylo,Mahindra,Xylo,2010,100000,Diesel,Manual,First Owner,13,998000,300000
Tata Safari,Tata,Safari,2016,120000,Diesel,Manual,First Owner,14,152000,900000
Maruti Zen Estilo,Maruti,Zen Estilo,2014,60000,Petrol,Manual,First Owner,19,481000,190000
Mahindra Bolero,Mahindra,Bolero,2019,2000,Diesel,Manual,First Owner,16,920000,800000
Mahindra Scorpio,Mahindra,Scorpio,2012,100000,Diesel,Manual,First Owner,14,133000,450000
Mahindra Xylo,Mahindra,Xylo,2015,110000,Diesel,Manual,First Owner,15,998000,400000
